open,high,low,close,volume
61.7014,63,61.4428,63.2757,112681030.0
62.5928,63,62.0285,62.8085,113921367.0
63.4357,64,62.6028,63.0505,110727309.0
62.2785,63,62.2557,63.1628,88244695.0
62.9785,63,62.9085,63.5928,69036716.0
64.2714,64,62.9785,63.0627,96404189.0
62.8571,63,62.7714,63.5642,82641944.0
63.6642,64,63.5014,64.5114,88379522.0
64.6428,65,64.2142,64.2478,95832240.0
64.3899,64,63.2114,64.3885,92926932.0
64.7456,64,63.9128,64.1871,72860221.0
63.6642,64,63.3871,63.5871,72545760.0
63.6385,63,62.0071,62.6371,104230322.0
62.3571,63,61.8242,63.1158,101120551.0
63.5328,64,62.3999,62.6985,112522179.0
62.2485,63,61.9028,62.5142,71526560.0
62.7857,63,61.6428,61.7414,66295887.0
61.7857,62,61.2499,62.2807,71456693.0
62.1999,62,61.2142,61.4357,67962419.0
61.6342,62,61.4802,61.7142,64818670.0
61.6514,62,61.4585,61.6814,48753768.0
61.6285,61,60.4285,60.4285,77715057.0
59.8999,60,59.3099,59.5482,89327210.0
59.7842,59,58.3,59.0714,120286768.0
58.1999,58,56.8642,57.5057,120104964.0
57.9571,58,56.9757,57.5185,78534687.0
57.6999,57,56.5228,56.8671,91924994.0
57.0357,57,56.2199,56.2542,84297955.0
55.9085,57,55.5528,56.6471,144619734.0
57.5271,58,57.3171,58.4599,97743408.0
58.5657,60,58.4957,59.7842,117442150.0
60.1228,60,59.6357,60.1142,60232158.0
60.0557,60,59.3357,59.6314,68505794.0
60.0157,60,58.6642,59.2928,74521398.0
59.0857,60,58.6257,60.3357,88142026.0
59.9428,60,59.7499,60.1042,70107226.0
60.4214,61,60.1671,61.0411,81571665.0
61.0928,61,60.4871,60.9299,69882694.0
60.7157,61,60.6857,61.0628,60478033.0
60.9314,61,60.5957,61.4564,54033805.0
61.3857,61,61.1742,61.4728,49743169.0
61.9114,62,61.5157,61.6797,54696012.0
61.8714,61,60.6214,60.7071,67174828.0
61.3514,61,60.7811,60.9014,51946202.0
60.8571,60,59.8157,59.8557,91062300.0
62.7042,63,62.1799,62.9299,147978789.0
62.9571,63,62.2585,62.6428,57371671.0
62.1857,63,62.0485,62.9985,50031170.0
62.9714,64,62.8857,63.9699,62021344.0
64.2799,65,64.1757,64.7599,77257432.0
64.9985,65,64.2042,64.6471,80637830.0
65.1075,65,64.7514,65.2394,51461179.0
65.4299,66,65.2371,66.0771,68467077.0
66.3842,67,66.0214,67.0642,79589930.0
66.8599,67,66.0242,66.4642,83715443.0
66.2571,66,65.9671,66.4256,74663176.0
66.2649,66,65.4214,65.8585,63946841.0
65.5199,65,64.8071,64.9214,66772986.0
65.2656,66,65.2328,66.7656,91008477.0
67.2771,70,66.8642,69.9385,219634975.0
71.1256,72,70.4856,71.2142,188602792.0
70.9171,71,69.869,71.1299,122441893.0
71.4499,71,71.2656,71.7614,90461889.0
72.0485,73,71.9999,72.5342,127478547.0
72.8156,72,71.5456,71.5814,89531771.0
71.9414,72,71.5999,71.7656,83809726.0
72.1399,72,71.1714,71.8514,60877852.0
71.8956,71,71.3356,71.5742,55587686.0
71.5356,72,71.4999,71.8528,82398085.0
71.1428,71,69.4714,69.7985,105930335.0
69.4285,70,69.4285,70.1279,76793066.0
70.2356,70,70.1614,70.2428,59807748.0
70.2856,70,69.4999,69.6022,68078395.0
70.4428,71,69.6214,69.7971,83000148.0
71.3656,71,70.8971,71.2415,86049453.0
71.4642,71,70.5199,70.7528,58913211.0
71.2056,71,69.9928,71.1742,89551595.0
72.1428,72,71.9256,72.3099,84887432.0
72.3142,72,69.9285,70.6628,185494435.0
66.7157,67,66.4014,66.8156,224250866.0
66.9285,67,66.5728,67.5271,100874816.0
67.0485,67,66.3856,66.4142,74578903.0
65.8571,65,63.8885,64.3028,136823442.0
63.9942,65,63.9285,65.0456,99756489.0
66.1685,66,65.8085,66.3828,113743049.0
67.2428,67,67.0356,67.4714,100918377.0
68.2856,68,66.5714,66.7728,174570949.0
70.8714,70,68.9428,70.0914,190021706.0
70.6971,70,69.6885,69.8714,90602953.0
69.8856,69,68.7757,68.7899,79110192.0
69.4285,69,69.1285,69.4599,59086559.0
69.1114,69,68.6742,68.9642,56816676.0
68.1785,68,67.7729,68.1071,64852879.0
68.3499,69,68.3401,69.7085,88255013.0
69.3756,70,69.1071,69.9371,71849680.0
70.0728,70,68.6769,69.0585,80629248.0
69.1228,69,68.3714,69.0042,64673329.0
69.5085,70,69.3356,69.6785,77919884.0
69.9914,70,68.6485,68.7056,72418815.0
69.2342,69,68.3256,69.5125,75311488.0
70.1885,70,69.5771,69.9482,69650490.0
69.5699,70,69.3085,70.4016,66934938.0
69.9756,71,69.9071,70.8628,65474542.0
71.0721,71,70.7885,71.2399,80018603.0
71.5414,71,71.3185,71.5876,62775013.0
71.4256,72,71.3828,72.0714,63398335.0
72.2842,72,72.2442,72.6985,72635570.0
73.1099,74,73.0742,74.4802,99526945.0
75.2006,75,72.5756,74.2667,133515753.0
74.1428,75,74.1428,74.9942,78431122.0
74.9999,76,74.6356,75.9871,96191095.0
75.9021,76,75.0156,75.1368,84448133.0
75.5771,75,74.7442,75.6965,137610123.0
76.6099,77,73.5056,73.8111,158952115.0
74.2299,75,73.8599,74.9851,88540697.0
74.9999,75,74.4671,74.6716,68923785.0
74.8599,74,73.6914,74.2899,68722304.0
74.4428,75,74.1156,75.2499,61157033.0
74.9399,75,74.7142,75.0641,66368071.0
74.8785,74,74.0285,74.4171,55844152.0
74.2256,74,73.1971,73.2131,65655100.0
73.5114,74,73.2271,74.3656,69829543.0
74.2842,74,73.4871,74.1496,56863303.0
73.9528,74,73.8571,74.2871,51114651.0
73.9999,74,73.8514,74.3762,49304927.0
74.6871,75,74.5528,75.4514,70605087.0
75.2256,75,74.9271,74.9986,79479764.0
74.9985,75,74.0285,74.0898,61236224.0
74.1471,74,73.9956,74.2214,52234707.0
74.1756,74,73.4756,73.5714,48545798.0
73.9428,74,73.3814,74.4479,65506861.0
74.2171,74,74.0756,74.2571,55931232.0
74.4314,75,74.4285,74.8199,57348403.0
74.8742,76,74.8571,76.1999,100345728.0
76.6156,77,76.1999,77.9942,90861841.0
78.4971,79,78.2585,79.4385,79532215.0
79.7142,80,78.6885,78.7471,118135885.0
79.7571,80,79.6685,80.9031,112741734.0
80.7856,81,80.1171,80.7142,94452666.0
81.8071,82,80.9156,81.1286,111895315.0
80.8271,80,79.9385,80.0028,86088352.0
80.1285,81,80.1285,80.9185,80123533.0
80.5113,81,80.1713,80.7928,69567610.0
80.9999,81,79.9556,80.1942,89929693.0
80.3058,80,80.0042,80.0771,65572318.0
80.4071,80,79.0956,79.2042,83205283.0
79.2885,80,79.2871,79.6428,70648452.0
79.4013,79,79.0535,79.2842,57475649.0
78.5285,78,76.9714,78.6813,141465807.0
78.4999,78,77.6757,77.7799,80239369.0
77.9185,78,77.831,78.4314,109103435.0
81.1428,81,80.3942,81.4413,125326831.0
81.4128,81,80.8613,81.0956,41888735.0
81.1571,81,80.4822,80.5571,51002035.0
80.5456,80,79.9285,80.0128,56471317.0
79.6371,80,78.9029,79.2171,63407722.0
79.1671,80,79.1428,80.1456,55819372.0
79.3828,79,78.8601,79.0185,58791957.0
78.9799,79,77.2042,77.2828,98303870.0
76.7785,78,76.2285,77.7042,103359151.0
77.7599,77,76.8464,77.1481,79432766.0
76.9728,77,76.9556,77.6371,64686685.0
78.1142,78,76.4785,76.6455,69905199.0
77.1185,77,75.8728,76.1342,76320664.0
75.7014,77,75.6971,76.5328,94860843.0
76.8885,78,76.8085,78.0556,83734371.0
79.0742,80,78.8085,79.6228,98472619.0
79.2713,79,78.8113,79.1785,57471330.0
78.7828,78,77.1285,77.2385,108426689.0
77.2842,78,77.2028,78.4385,82255544.0
78.702,79,78.2585,78.7871,95219334.0
78.5628,79,77.8294,79.4542,100978346.0
79.1428,79,77.8214,78.0099,108384437.0
78.5813,79,77.9642,78.6428,144219152.0
72.6799,73,71.7242,72.3571,266833581.0
71.9928,72,71.2314,71.5356,125942796.0
71.7914,72,70.9571,71.3974,169762789.0
70.7399,71,70.5071,71.5142,116336444.0
71.8014,72,71.3285,71.6471,100620772.0
72.2642,72,71.8228,72.6842,94273543.0
72.3656,73,72.3216,73.2271,82322156.0
72.8656,73,72.5442,73.2156,64497223.0
74.4828,74,73.9114,74.2399,93638601.0
74.0942,75,73.9999,75.5699,86451022.0
75.8014,76,75.6428,76.5656,70672252.0
76.7071,77,76.1771,76.5599,77127064.0
76.3799,77,76.3142,77.7756,76960156.0
77.4956,77,77.3156,77.7128,68468036.0
77.9999,78,77.9442,77.9985,65306248.0
77.8214,78,76.3356,76.7671,78554420.0
76.1414,76,75.5714,75.8785,76529103.0
76.1132,76,74.9428,75.0356,69757247.0
74.7356,75,74.6314,75.3642,72364950.0
75.6256,75,74.4285,74.5799,58247350.0
74.8014,74,73.6571,73.9071,69131286.0
73.8771,75,73.7214,75.3814,75557321.0
75.5828,76,74.5885,75.1771,93074653.0
74.7742,75,74.6871,75.3942,59667923.0
75.8571,76,75.3956,75.8914,64884834.0
75.8456,76,75.5899,76.0514,50065519.0
76.1128,76,75.4428,75.8214,46423111.0
75.8699,75,75.1499,75.7771,55415241.0
75.4799,76,75.4769,75.8456,44691430.0
76.4928,76,76.0842,76.5842,70198849.0
76.3585,76,75.9999,76.6585,50195460.0
76.7771,77,75.5942,75.8071,64435609.0
75.5414,75,74.7142,74.9556,59299492.0
75.3856,75,75.1214,75.2485,49886074.0
75.1285,75,75.0285,75.9142,52411863.0
76.0371,76,75.5714,75.8942,56188958.0
75.6985,76,75.3356,75.5285,52099537.0
75.9899,76,75.1899,76.1242,93612169.0
76.9171,77,76.4371,77.0271,88924871.0
77.3571,77,77.0842,77.8556,70573356.0
78.0742,78,76.9799,77.1114,74942224.0
77.1449,77,76.4457,76.7799,55507676.0
76.9028,76,76.3214,76.6942,50141063.0
77.0328,77,76.5614,76.6771,42167188.0
76.8228,77,76.6814,77.3785,50189685.0
77.4828,77,77.1799,77.5071,44792195.0
77.3414,77,76.8056,76.9699,40648111.0
77.1156,77,75.7971,75.9742,68812485.0
75.4314,75,74.5556,74.7814,72462530.0
75.0271,75,74.0999,74.7771,60971883.0
74.6628,75,74.5742,75.7599,51542722.0
75.8114,76,74.7385,74.7828,59912818.0
74.1428,74,73.8771,74.2299,67975012.0
74.5571,74,73.8871,74.5256,51445177.0
74.3242,74,73.0471,73.9942,66622577.0
74.0071,74,73.4478,74.1442,53732994.0
74.2856,75,74.1714,74.9914,71106721.0
75.0485,76,74.8514,75.8814,45668931.0
75.4728,75,75.2144,75.9569,50664453.0
75.5799,75,74.9214,74.9642,98735259.0
81.1728,81,80.1042,81.1099,189978082.0
80.6471,81,80.5656,81.7056,97568814.0
81.8285,85,81.7928,84.8699,167371680.0
84.8199,85,84.2156,84.6185,84344673.0
84.6628,85,84.2571,84.2985,114220883.0
84.5713,84,83.7656,84.4971,61052418.0
84.6199,84,84.2442,84.6542,47878572.0
84.3056,85,84.2856,85.8513,71766758.0
85.9713,86,84.9156,84.9156,93641373.0
85.0356,85,83.9613,84.6185,70715988.0
84.0356,84,83.7713,83.9985,57574363.0
83.5056,83,82.9042,83.6488,72899498.0
83.9271,84,83.9142,84.6899,53324677.0
84.5713,84,84.3856,84.8228,39934594.0
84.6328,85,84.5342,84.8385,41600846.0
84.9571,85,84.0056,84.1171,57711731.0
84.0899,85,83.6285,85.3585,69091834.0
85.4071,86,85.3328,86.3699,79439024.0
86.3585,86,85.8185,86.3871,58708986.0
86.2613,86,86.0085,86.6156,49249914.0
86.6571,87,86.2999,86.7528,50218945.0
86.7499,87,86.6385,87.7328,58052491.0
87.9828,89,87.9471,89.3756,87216605.0
89.4313,89,89.1113,89.1442,78921885.0
89.6928,90,89.6813,90.7685,94118633.0
91.1399,92,89.8428,90.4285,141005137.0
90.5656,90,88.9285,89.8071,92337903.0
89.7799,91,89.7499,91.0771,73231620.0
91.0628,92,90.8728,92.1171,83870521.0
92.3142,92,91.8013,92.4785,75951141.0
92.8428,93,92.0671,92.2242,87620911.0
92.7,93,91.75,93.7,75414804.0
94.73,95,93.57,94.25,62777042.0
94.13,94,93.47,93.86,45681114.0
94.04,94,91.9,92.29,54748791.0
92.2,92,90.88,91.28,54525280.0
91.51,92,91.45,92.2,35561270.0
92.31,92,91.8,92.08,29726347.0
92.27,92,91.35,92.18,33514108.0
92.29,92,91.3389,91.86,35527686.0
91.85,92,90.9,90.91,100898066.0
91.32,91,90.6,90.83,43694391.0
90.75,91,90.19,90.28,39036087.0
90.21,90,89.65,90.36,36868541.0
90.37,91,89.8,90.9,32629359.0
90.82,92,90.77,91.98,64028803.0
92.1,93,92.09,92.93,49589028.0
93.52,94,93.13,93.52,38223477.0
93.865,94,93.09,93.48,28465073.0
93.67,94,93.2,94.03,22891753.0
94.14,95,94.1,95.968,56467939.0
96.27,96,93.92,95.35,65221678.0
95.44,95,94.76,95.39,36436440.0
93.76,95,93.52,95.035,39685552.0
95.36,95,94.8625,95.22,34018228.0
95.86,96,95.65,96.45,42810155.0
96.8,96,95.03,95.32,45696176.0
96.97,97,94.74,94.78,53502415.0
95.03,95,92.57,93.0899,57298243.0
93.62,94,93.02,94.43,49987593.0
94.99,95,93.72,93.939,39079002.0
94.68,94,94.12,94.72,55196597.0
95.42,97,95.17,97.19,92917719.0
97.035,97,96.42,97.03,45728843.0
96.85,97,96.64,97.671,43469117.0
97.82,99,97.55,99.02,55317689.0
99.33,99,98.25,98.38,43143095.0
98.44,98,97.67,98.15,33010001.0
97.16,97,95.33,95.6,56842647.0
94.9,96,94.81,96.13,48511286.0
96.37,96,95.17,95.59,39958144.0
95.36,95,94.36,95.12,55932663.0
94.75,95,94.71,94.96,38558342.0
94.93,95,94.1,94.48,46711179.0
94.26,94,93.28,94.74,41865193.0
95.27,96,94.8355,95.99,36584844.0
96.04,96,95.61,95.97,33795352.0
96.15,97,96.04,97.24,31866088.0
97.33,97,96.8,97.5,28115566.0
97.9,98,96.86,97.98,48951331.0
98.49,99,97.98,99.16,47572413.0
99.41,100,99.32,100.53,69399270.0
100.44,101,99.95,100.57,52699192.0
100.57,100,100.11,100.58,33478198.0
100.29,101,100.19,101.32,44183834.0
101.79,102,101.28,101.54,40270173.0
101.42,101,100.86,100.889,33151984.0
101.02,102,100.7,102.13,52369011.0
101.59,102,101.56,102.25,68459801.0
102.86,102,102.2,102.5,44595247.0
103.06,103,102.72,103.3,53564262.0
103.1,103,98.58,98.94,125420521.0
98.85,100,97.79,98.12,85718221.0
98.8,99,98.31,98.97,58457035.0
99.3,99,98.05,98.36,46356742.0
99.08,103,96.14,97.99,189846255.0
98.01,101,97.76,101.0,100869587.0
100.41,101,99.62,101.43,62399743.0
101.21,102,101.08,101.66,64096903.0
102.81,103,101.44,101.63,61316516.0
99.8,101,98.89,100.86,66908133.0
101.27,101,100.5922,101.58,60926498.0
101.93,102,101.56,101.79,37299435.0
102.29,102,100.88,100.96,70902406.0
101.8,102,100.58,101.06,52788426.0
100.6,102,100.54,102.64,63402196.0
102.16,102,101.2,101.75,60171828.0
100.51,100,97.72,97.87,100091990.0
98.53,100,98.4,100.75,62370501.0
98.65,100,98.63,100.11,49766312.0
100.81,101,100.53,100.75,55264139.0
100.59,100,98.7,99.18,51491286.0
99.27,100,98.04,99.9,47757828.0
99.44,100,99.04,99.62,43469585.0
99.95,100,99.42,99.62,37051182.0
99.43,100,98.73,98.75,42094183.0
98.76,101,98.31,100.8,57404674.0
101.54,102,100.61,101.02,77376525.0
100.69,102,100.3,100.73,66331592.0
101.33,101,99.81,99.81,53583368.0
100.39,100,98.57,98.75,63688562.0
97.97,99,95.18,97.54,100933600.0
95.55,97,95.41,96.26,72154523.0
97.5,99,96.81,97.67,68179688.0
98.315,99,98.22,99.76,77517279.0
103.02,103,101.27,102.47,94623904.0
102.84,104,102.6,102.99,68263146.0
104.08,105,103.63,104.83,71074674.0
105.18,105,104.53,105.22,47053916.0
104.85,105,104.7,105.11,34187701.0
105.4,106,105.35,106.74,48060949.0
106.65,107,106.36,107.34,52687879.0
106.959,107,105.9,106.98,40654793.0
108.01,108,107.21,108.0,44639285.0
108.22,110,108.01,109.4,52282550.0
109.36,109,107.72,108.6,41574365.0
109.1,109,108.125,108.86,37435905.0
108.6,108,107.8,108.7,34968457.0
108.75,109,108.55,109.01,33691535.0
109.02,109,108.67,108.83,27195547.0
108.7,109,108.4,109.7,27442252.0
109.38,111,109.37,111.25,46942431.0
111.8,113,111.6,112.82,59522855.0
113.15,114,113.05,114.18,44063595.0
114.27,117,113.3,113.99,46746712.0
113.94,115,113.89,115.47,44223978.0
115.44,115,113.8,114.67,41869160.0
114.91,116,114.85,116.31,43395537.0
117.51,117,116.03,116.47,57179298.0
116.85,118,116.62,118.625,47450824.0
119.07,119,117.45,117.6,68840440.0
117.94,119,117.83,119.0,40831886.0
119.27,119,118.05,118.93,24814402.0
118.81,119,111.27,115.07,83814037.0
113.5,115,112.75,114.63,59348940.0
115.75,116,115.11,115.93,43063440.0
115.77,117,115.29,115.49,42155776.0
115.99,116,114.64,115.0,38318895.0
114.1,114,111.62,112.4,57664850.0
110.19,114,109.35,114.12,60208036.0
114.41,114,111.54,111.95,44565318.0
112.26,113,111.34,111.62,41471578.0
110.46,111,109.58,109.73,56028138.0
110.7,111,106.35,108.225,67218082.0
106.37,110,106.26,106.745,60790733.0
107.12,109,106.82,109.41,53411773.0
111.87,112,110.66,112.65,59006218.0
112.26,113,111.66,111.78,88429770.0
112.16,113,111.97,112.94,45167549.0
113.23,113,112.46,112.54,26028419.0
112.58,112,112.01,112.01,14479611.0
112.1,114,112.01,113.99,33720951.0
113.79,114,113.7,113.91,27598920.0
113.64,113,112.11,112.52,29881477.0
112.82,113,110.21,110.38,41403351.0
111.39,111,107.35,109.33,53204626.0
108.29,108,105.41,106.25,64285491.0
106.54,107,104.63,106.26,65797116.0
107.2,108,106.695,107.75,40105934.0
109.23,112,108.7,111.89,59364547.0
112.67,113,110.21,112.01,53699527.0
112.6,112,108.8,109.25,49650790.0
111.43,112,108.91,110.22,67091928.0
109.04,110,108.5,109.8,48956588.0
110.0,110,106.66,106.82,60013996.0
107.03,107,105.2,105.99,78513345.0
107.84,108,106.5,108.72,49899907.0
108.95,111,108.27,109.55,48575897.0
110.26,112,109.72,112.4,53796409.0
112.3,113,111.53,112.98,46464828.0
113.74,114,112.8,113.1,55614979.0
112.42,112,109.03,109.14,95568749.0
117.625,118,115.31,115.31,146477063.0
116.32,119,115.56,118.9,84436432.0
118.4,120,116.85,117.16,83745461.0
118.05,119,116.08,118.63,62739100.0
118.5,119,117.61,118.65,51915749.0
118.5,120,118.309,119.56,70149743.0
120.02,120,119.25,119.94,42246245.0
120.02,120,118.45,118.93,43706567.0
118.55,119,118.43,119.72,38889797.0
120.17,122,120.16,122.02,62008506.0
122.77,124,122.5,124.88,73561797.0
126.06,127,125.57,126.46,74474466.0
127.28,127,125.65,127.08,54272219.0
127.49,128,126.92,127.83,63152405.0
127.625,128,127.45,128.715,44891737.0
128.48,129,128.33,128.45,37362381.0
128.62,129,128.05,129.495,48948419.0
130.02,133,129.66,133.0,70974110.0
132.94,133,131.17,132.17,69228130.0
131.56,131,128.15,128.79,74711746.0
128.785,130,126.61,130.415,91287529.0
130.0,130,128.24,128.46,62014847.0
129.25,130,128.3,129.09,48096663.0
128.96,129,128.09,129.36,37816283.0
129.1,129,128.32,128.54,31666340.0
128.58,128,125.76,126.41,56517146.0
128.4,129,126.26,126.6,72842060.0
127.96,129,125.06,127.14,88528487.0
126.41,127,123.8,124.51,68856582.0
124.75,124,122.11,122.24,68938974.0
122.31,124,121.63,124.45,48362719.0
124.4,125,122.58,123.59,51827283.0
123.88,124,122.87,124.95,35874300.0
125.9,127,125.65,127.04,51023104.0
127.0,129,126.37,128.47,65270945.0
128.75,129,127.4,127.495,45809490.0
128.25,128,125.16,125.9,68695136.0
127.12,127,126.52,127.21,37709674.0
127.23,128,126.56,126.69,32842304.0
126.54,126,123.38,123.38,51655177.0
122.76,124,122.6,124.24,47572869.0
124.57,124,122.91,123.25,39546151.0
124.05,126,124.0,126.37,47099670.0
126.09,126,124.355,124.43,42090553.0
124.82,125,123.1,124.25,40621437.0
125.03,125,124.19,125.32,32220131.0
124.47,127,124.33,127.35,37193975.0
127.64,128,125.98,126.01,35012268.0
125.85,126,124.97,125.6,37329243.0
125.85,126,124.66,126.56,32483974.0
125.95,127,125.26,127.1,40187953.0
128.37,128,126.61,126.85,36365123.0
127.0,127,125.91,126.3,25524593.0
126.41,127,126.01,126.78,28970419.0
126.28,127,126.11,126.17,28368987.0
125.55,126,124.46,124.75,51957046.0
125.57,128,125.17,127.6,47054310.0
128.1,128,126.67,126.91,32435057.0
126.99,128,126.32,128.62,37654505.0
128.3,130,128.14,129.67,45770902.0
130.49,130,129.23,130.28,44525905.0
132.31,133,131.15,132.65,96954207.0
134.455,134,129.57,130.56,118923970.0
130.16,131,128.3,128.64,63386083.0
127.5,127,124.58,125.15,83195423.0
126.1,130,125.3,128.95,58512638.0
129.5,130,128.26,128.7,50988278.0
128.15,128,125.78,125.8,49271416.0
126.56,126,123.36,125.01,72141010.0
124.77,126,124.02,125.26,43940895.0
126.68,127,126.11,127.62,55550382.0
127.39,127,125.625,126.32,42035757.0
125.6,126,124.82,125.865,48160032.0
126.15,127,125.87,126.01,34694235.0
127.41,128,127.16,128.95,45203456.0
129.07,129,128.21,128.77,38208034.0
128.38,130,128.36,130.19,50882918.0
130.69,130,129.64,130.07,44633240.0
130.0,130,129.34,130.06,36454932.0
130.07,131,129.83,131.39,39730364.0
131.6,132,131.4,132.54,45595972.0
132.6,132,129.12,129.62,70697560.0
130.34,132,130.05,132.045,45833246.0
131.86,131,131.1,131.78,30733309.0
131.23,131,129.9,130.28,50884452.0
131.2,131,130.05,130.535,32112797.0
129.86,130,129.32,129.96,33667627.0
130.66,130,129.9,130.12,30983542.0
129.58,130,128.91,129.36,38450118.0
129.5,129,128.36,128.65,35626800.0
128.9,129,126.83,127.8,52674786.0
126.7,128,125.62,127.42,56075420.0
127.92,129,127.85,128.88,39087250.0
129.18,130,128.475,128.59,35390887.0
128.185,128,127.11,127.17,36886246.0
126.1,127,125.71,126.92,43988946.0
127.03,127,126.37,127.6,31494131.0
127.72,127,126.74,127.3,32918071.0
127.23,128,127.22,127.88,35407220.0
127.71,127,126.4,126.6,54716887.0
127.49,128,127.08,127.61,34039345.0
127.48,127,126.8792,127.03,30268863.0
127.21,129,127.12,128.11,55280855.0
128.86,129,127.5,127.5,31938100.0
127.67,127,126.51,126.75,44066841.0
125.46,126,124.48,124.53,49161427.0
125.57,126,124.86,125.425,44370682.0
126.9,126,125.99,126.6,30238811.0
126.43,126,125.77,126.44,27210952.0
124.94,126,124.85,126.0,28060431.0
125.89,126,123.77,125.69,46946811.0
124.48,124,122.54,122.57,60761614.0
123.85,124,119.22,120.07,78595038.0
121.94,123,121.21,123.28,61354474.0
125.03,125,124.32,125.66,41440538.0
126.04,126,125.04,125.61,31768139.0
125.72,127,125.58,126.82,33649200.0
127.74,128,127.35,128.51,36222447.0
129.08,129,128.31,129.62,46164710.0
130.97,132,130.7,132.07,58900203.0
132.85,132,130.32,130.75,76756427.0
121.99,125,121.99,125.22,115450607.0
126.2,127,125.06,125.16,50999452.0
125.32,125,123.9,124.5,42162332.0
123.09,123,122.12,122.77,44455540.0
123.38,123,122.55,123.38,33618097.0
123.15,123,122.27,122.99,37011653.0
122.32,122,121.71,122.37,33628268.0
122.6,122,120.91,121.3,42884953.0
121.5,122,117.52,118.44,69975968.0
117.42,117,113.25,114.64,124138623.0
112.95,117,112.1,115.4,99312613.0
115.97,116,114.115,115.13,52903040.0
114.58,116,114.5,115.52,38670405.0
116.53,119,116.53,119.72,54951597.0
117.81,118,113.33,113.49,97082814.0
112.53,115,109.63,115.24,101685610.0
116.04,116,114.54,115.15,48535789.0
114.32,116,114.01,115.96,42929516.0
116.04,117,115.5,117.16,40884745.0
116.43,117,116.01,116.5,34560708.0
116.1,116,114.68,115.01,48286510.0
114.08,114,111.63,112.65,68501622.0
110.43,111,105.645,105.76,128275471.0
94.87,108,92.0,103.12,162206292.0
111.11,111,103.5,103.74,103601599.0
107.085,109,105.05,109.69,96774611.0
112.25,113,110.02,112.92,84616056.0
112.17,113,111.54,113.29,53164407.0
